date,district_id,state,new_student_cases,cumulative_student_cases,new_staff_cases,cumulative_staff_cases,new_unspecified_cases,cumulative_unspecified_cases,source,district_name,latitude,longitude,county_name,street_address,city,zip_code,phone,student_count,teacher_count,school_count
2020-10-12,4801417,TX,,9,,2,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,,,,,,,,,,,
2020-10-22,4801417,TX,,6,,2,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,,,,,,,,,,,
2020-10-01,4801418,TX,,0,,,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,,,,,,,,,,,
2020-10-22,4801418,TX,,1,,1,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,,,,,,,,,,,
2020-10-22,4801419,TX,,18,,8,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,,,,,,,,,,,
2020-10-01,4801420,TX,,3,,,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,,,,,,,,,,,
2020-10-12,4801420,TX,,3,,1,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,,,,,,,,,,,
2020-10-22,4801420,TX,,19,,16,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,,,,,,,,,,,
2020-10-01,4801421,TX,,3,,,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,,,,,,,,,,,
2020-10-22,4801421,TX,,1,,1,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,,,,,,,,,,,
2020-10-01,4801422,TX,,0,,,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,,,,,,,,,,,
2020-10-22,4801422,TX,,3,,4,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,,,,,,,,,,,
2020-10-01,4801425,TX,,0,,,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,,,,,,,,,,,
2020-10-01,4801427,TX,,1,,,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,,,,,,,,,,,
2020-10-01,4801428,TX,,0,,,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,,,,,,,,,,,
2020-10-01,4801429,TX,,0,,,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,,,,,,,,,,,
2020-10-01,4801431,TX,0,0,0,0,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,,,,,,,,,,,
2020-10-01,4801432,TX,,8,,,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,,,,,,,,,,,
2020-10-01,4801433,TX,0,0,0,0,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,,,,,,,,,,,
2020-10-01,4801434,TX,,0,,,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,,,,,,,,,,,
2020-10-01,4801435,TX,0,0,0,0,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,,,,,,,,,,,
2020-10-01,4801436,TX,,0,,,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,,,,,,,,,,,
2020-10-01,4801438,TX,0,0,0,0,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,,,,,,,,,,,
2020-10-01,4801439,TX,0,0,0,0,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,,,,,,,,,,,
2020-10-01,4801440,TX,,5,,,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,,,,,,,,,,,
2020-10-01,4801441,TX,0,0,0,0,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,,,,,,,,,,,
2020-10-01,4801442,TX,,0,,,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,,,,,,,,,,,
2020-10-01,4801443,TX,,0,,,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,,,,,,,,,,,
2020-10-01,4801446,TX,0,0,0,0,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,,,,,,,,,,,
2020-10-01,4801447,TX,,0,,,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,,,,,,,,,,,
2020-10-01,4801448,TX,,1,,,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,,,,,,,,,,,
2020-10-01,4801450,TX,,0,,,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,,,,,,,,,,,
2020-10-01,4801451,TX,,1,,,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,,,,,,,,,,,
2020-10-01,4801452,TX,,0,,,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,,,,,,,,,,,
2020-10-01,4801453,TX,0,0,0,0,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,,,,,,,,,,,
2020-10-01,4801454,TX,,0,,,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,,,,,,,,,,,
2020-10-01,4801456,TX,,1,,,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,,,,,,,,,,,
2020-10-01,4801457,TX,0,0,0,0,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,,,,,,,,,,,
2020-10-01,4801458,TX,0,0,0,0,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,,,,,,,,,,,
2020-10-01,4801459,TX,,0,,,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,,,,,,,,,,,
2020-10-01,4801460,TX,0,0,0,0,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,,,,,,,,,,,
2020-10-01,4801461,TX,,0,,,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,,,,,,,,,,,
2020-10-01,4801462,TX,0,0,0,0,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,,,,,,,,,,,
2020-10-01,4801463,TX,,0,,,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,,,,,,,,,,,
2020-10-01,4801464,TX,,0,,,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,,,,,,,,,,,
2020-10-01,4801465,TX,,0,,,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,,,,,,,,,,,
2020-10-01,4801466,TX,0,0,0,0,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,,,,,,,,,,,
2020-10-01,4801467,TX,,0,,,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,,,,,,,,,,,
2020-10-01,4801468,TX,0,0,0,0,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,,,,,,,,,,,
2020-10-01,4801469,TX,,0,,,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,,,,,,,,,,,
2020-10-01,4801470,TX,0,0,0,0,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,,,,,,,,,,,
2020-10-01,4801471,TX,,0,,,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,,,,,,,,,,,
2020-10-01,4801472,TX,,0,,,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,,,,,,,,,,,
2020-10-01,4801473,TX,,0,,,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,UNIVERSITY OF TEXAS AT AUSTIN H S,30.27961,-97.742399,,1616 GUADALUPE STE B 0134,AUSTIN,78701,(512)232-5000,,,1
2020-10-01,4807350,TX,8,27,4,16,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,COLLEGE STATION ISD,30.593298,-96.3214,Brazos County,1812 WELSH AVE,COLLEGE STATION,77840,(979)764-5400,13540,965.44,20
2020-10-12,4807350,TX,,40,,26,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,COLLEGE STATION ISD,30.593298,-96.3214,Brazos County,1812 WELSH AVE,COLLEGE STATION,77840,(979)764-5400,13540,965.44,20
2020-10-22,4807350,TX,,6,,0,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,COLLEGE STATION ISD,30.593298,-96.3214,Brazos County,1812 WELSH AVE,COLLEGE STATION,77840,(979)764-5400,13540,965.44,20
2020-10-01,4807380,TX,0,0,0,0,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,ABBOTT ISD,31.884675,-97.077495,Hill County,P O BOX 226,ABBOTT,76621,(254)582-3011,277,24.25,1
2020-10-01,4807410,TX,0,2,0,0,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,ABERNATHY ISD,33.830292,-101.84443,Hale County,505 7TH ST,ABERNATHY,79311,(806)298-4940,780,68,4
2020-10-12,4807410,TX,,4,,0,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,ABERNATHY ISD,33.830292,-101.84443,Hale County,505 7TH ST,ABERNATHY,79311,(806)298-4940,780,68,4
2020-10-01,4807440,TX,1,19,4,15,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,ABILENE ISD,32.452,-99.732775,Taylor County,P O BOX 981,ABILENE,79604,(325)677-1444,16645,1090.71,30
2020-10-12,4807440,TX,,43,,38,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,ABILENE ISD,32.452,-99.732775,Taylor County,P O BOX 981,ABILENE,79604,(325)677-1444,16645,1090.71,30
2020-10-22,4807440,TX,,8,,5,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,ABILENE ISD,32.452,-99.732775,Taylor County,P O BOX 981,ABILENE,79604,(325)677-1444,16645,1090.71,30
2020-10-01,4807470,TX,0,0,0,0,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,ACADEMY ISD,30.98148,-97.344304,Bell County,704 E MAIN ST,LITTLE RIVER,76554,(254)982-4304,1652,113.6,5
2020-10-12,4807470,TX,,2,,1,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,ACADEMY ISD,30.98148,-97.344304,Bell County,704 E MAIN ST,LITTLE RIVER,76554,(254)982-4304,1652,113.6,5
2020-10-22,4807470,TX,,60,,52,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,ACADEMY ISD,30.98148,-97.344304,Bell County,704 E MAIN ST,LITTLE RIVER,76554,(254)982-4304,1652,113.6,5
2020-10-01,4807500,TX,0,0,0,0,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,ADRIAN ISD,35.2751,-102.667775,Oldham County,P O BOX 189,ADRIAN,79001,(806)538-6203,117,18.15,1
2020-10-01,4807530,TX,0,0,0,0,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,AGUA DULCE ISD,27.78164,-97.911195,Nueces County,P O BOX 250,AGUA DULCE,78330,(361)998-2542,346,32.95,2
2020-10-12,4807530,TX,,3,,4,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,AGUA DULCE ISD,27.78164,-97.911195,Nueces County,P O BOX 250,AGUA DULCE,78330,(361)998-2542,346,32.95,2
2020-10-22,4807530,TX,,3,,5,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,AGUA DULCE ISD,27.78164,-97.911195,Nueces County,P O BOX 250,AGUA DULCE,78330,(361)998-2542,346,32.95,2
2020-10-01,4807590,TX,2,5,2,3,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,ALAMO HEIGHTS ISD,29.492501,-98.466559,Bexar County,7101 BROADWAY ST,SAN ANTONIO,78209,(210)824-2483,4864,344.53,6
2020-10-12,4807590,TX,,7,,5,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,ALAMO HEIGHTS ISD,29.492501,-98.466559,Bexar County,7101 BROADWAY ST,SAN ANTONIO,78209,(210)824-2483,4864,344.53,6
2020-10-22,4807590,TX,,8,,5,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,ALAMO HEIGHTS ISD,29.492501,-98.466559,Bexar County,7101 BROADWAY ST,SAN ANTONIO,78209,(210)824-2483,4864,344.53,6
2020-10-01,4807650,TX,3,3,1,1,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,ALBA-GOLDEN ISD,32.758771,-95.586827,Wood County,1373 CR 2377,ALBA,75410,(903)768-2472,900,79.4,3
2020-10-12,4807650,TX,,5,,2,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,ALBA-GOLDEN ISD,32.758771,-95.586827,Wood County,1373 CR 2377,ALBA,75410,(903)768-2472,900,79.4,3
2020-10-22,4807650,TX,,5,,2,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,ALBA-GOLDEN ISD,32.758771,-95.586827,Wood County,1373 CR 2377,ALBA,75410,(903)768-2472,900,79.4,3
2020-10-01,4807680,TX,0,4,1,3,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,ALBANY ISD,32.730435,-99.293575,Shackelford County,P O BOX 2050,ALBANY,76430,(325)762-2823,495,44.85,2
2020-10-12,4807680,TX,,11,,3,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,ALBANY ISD,32.730435,-99.293575,Shackelford County,P O BOX 2050,ALBANY,76430,(325)762-2823,495,44.85,2
2020-10-22,4807680,TX,,11,,3,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,ALBANY ISD,32.730435,-99.293575,Shackelford County,P O BOX 2050,ALBANY,76430,(325)762-2823,495,44.85,2
2020-10-01,4807710,TX,0,0,0,0,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,ALDINE ISD,30.004126,-95.389751,Harris County,2520 W W THORNE DR,HOUSTON,77073,(281)449-1011,66854,4128.18,79
2020-10-12,4807710,TX,,7,,36,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,ALDINE ISD,30.004126,-95.389751,Harris County,2520 W W THORNE DR,HOUSTON,77073,(281)449-1011,66854,4128.18,79
2020-10-22,4807710,TX,,26,,48,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,ALDINE ISD,30.004126,-95.389751,Harris County,2520 W W THORNE DR,HOUSTON,77073,(281)449-1011,66854,4128.18,79
2020-10-04,4807780,TX,5,13,0,5,,,https://www.aledoisd.org/Page/6609,ALEDO ISD,32.711147,-97.61619,Parker County,1008 BAILEY RANCH RD,ALEDO,76008,(817)441-8327,6129,354.71,9
2020-10-17,4807780,TX,,19,,7,,,https://www.aledoisd.org/Page/6609,ALEDO ISD,32.711147,-97.61619,Parker County,1008 BAILEY RANCH RD,ALEDO,76008,(817)441-8327,6129,354.71,9
2020-10-22,4807780,TX,,18,,7,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,ALEDO ISD,32.711147,-97.61619,Parker County,1008 BAILEY RANCH RD,ALEDO,76008,(817)441-8327,6129,354.71,9
2020-10-01,4807800,TX,0,0,0,0,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,ALICE ISD,27.757014,-98.052899,Jim Wells County,2 COYOTE TRL,ALICE,78332,(361)664-0981,4940,302.04,10
2020-10-01,4807830,TX,0,0,0,0,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,ALIEF ISD,29.703778,-95.588935,Harris County,P O BOX 68,ALIEF,77411,(281)498-8110,45436,3259.99,46
2020-10-12,4807830,TX,,0,,7,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,ALIEF ISD,29.703778,-95.588935,Harris County,P O BOX 68,ALIEF,77411,(281)498-8110,45436,3259.99,46
2020-10-22,4807830,TX,,2,,28,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,ALIEF ISD,29.703778,-95.588935,Harris County,P O BOX 68,ALIEF,77411,(281)498-8110,45436,3259.99,46
2020-10-01,4807890,TX,10,23,3,8,,,https://www.allenisd.org/Page/59663,ALLEN ISD,33.104975,-96.676245,Collin County,P O BOX 13,ALLEN,75013,(972)727-0511,21557,1350.86,25
2020-10-12,4807890,TX,,38,,8,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,ALLEN ISD,33.104975,-96.676245,Collin County,P O BOX 13,ALLEN,75013,(972)727-0511,21557,1350.86,25
2020-10-22,4807890,TX,,57,,13,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,ALLEN ISD,33.104975,-96.676245,Collin County,P O BOX 13,ALLEN,75013,(972)727-0511,21557,1350.86,25
2020-10-01,4807950,TX,1,1,1,1,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,ALPINE ISD,30.357467,-103.66813,Brewster County,704 W SUL ROSS AVE,ALPINE,79830,(432)837-7700,1014,87.13,3
2020-10-12,4807950,TX,,1,,1,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,ALPINE ISD,30.357467,-103.66813,Brewster County,704 W SUL ROSS AVE,ALPINE,79830,(432)837-7700,1014,87.13,3
2020-10-22,4807950,TX,,5,,4,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,ALPINE ISD,30.357467,-103.66813,Brewster County,704 W SUL ROSS AVE,ALPINE,79830,(432)837-7700,1014,87.13,3
2020-10-01,4807980,TX,0,10,0,3,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,ALTO ISD,31.661318,-95.073644,Cherokee County,244 COUNTY RD 2429,ALTO,75925,(936)858-7101,664,58.27,3
2020-10-12,4807980,TX,,10,,3,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,ALTO ISD,31.661318,-95.073644,Cherokee County,244 COUNTY RD 2429,ALTO,75925,(936)858-7101,664,58.27,3
2020-10-22,4807980,TX,,49,,20,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,ALTO ISD,31.661318,-95.073644,Cherokee County,244 COUNTY RD 2429,ALTO,75925,(936)858-7101,664,58.27,3
2020-10-04,4808090,TX,9,17,8,13,,,https://www.alvinisd.net/covid19,ALVIN ISD,29.418705,-95.241549,Brazoria County,301 E HOUSE ST,ALVIN,77511,(281)388-1130,25945,1700.43,31
2020-10-17,4808090,TX,,51,,22,,,https://www.alvinisd.net/covid19,ALVIN ISD,29.418705,-95.241549,Brazoria County,301 E HOUSE ST,ALVIN,77511,(281)388-1130,25945,1700.43,31
2020-10-22,4808090,TX,,299,,173,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,ALVIN ISD,29.418705,-95.241549,Brazoria County,301 E HOUSE ST,ALVIN,77511,(281)388-1130,25945,1700.43,31
2020-10-01,4808100,TX,0,3,0,0,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,ALVORD ISD,33.359545,-97.697765,Wise County,P O BOX 70,ALVORD,76225,(940)427-5975,727,57.44,3
2020-10-12,4808100,TX,,3,,0,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,ALVORD ISD,33.359545,-97.697765,Wise County,P O BOX 70,ALVORD,76225,(940)427-5975,727,57.44,3
2020-10-22,4808100,TX,,1,,0,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,ALVORD ISD,33.359545,-97.697765,Wise County,P O BOX 70,ALVORD,76225,(940)427-5975,727,57.44,3
2020-10-01,4808130,TX,41,92,19,59,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,AMARILLO ISD,35.187818,-101.917413,Potter County,7200 I 40 W,AMARILLO,79106,(806)326-1000,32829,2193.75,56
2020-10-12,4808130,TX,,221,,124,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,AMARILLO ISD,35.187818,-101.917413,Potter County,7200 I 40 W,AMARILLO,79106,(806)326-1000,32829,2193.75,56
2020-10-22,4808130,TX,,1,,0,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,AMARILLO ISD,35.187818,-101.917413,Potter County,7200 I 40 W,AMARILLO,79106,(806)326-1000,32829,2193.75,56
2020-10-01,4808160,TX,1,1,0,0,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,AMHERST ISD,34.01276,-102.41497,Lamb County,P O BOX 248,AMHERST,79312,(806)246-3221,142,18.99,1
2020-10-12,4808160,TX,,1,,0,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,AMHERST ISD,34.01276,-102.41497,Lamb County,P O BOX 248,AMHERST,79312,(806)246-3221,142,18.99,1
2020-10-22,4808160,TX,,1,,1,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,AMHERST ISD,34.01276,-102.41497,Lamb County,P O BOX 248,AMHERST,79312,(806)246-3221,142,18.99,1
2020-10-01,4808190,TX,0,0,0,1,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,ANAHUAC ISD,29.782114,-94.639848,Chambers County,P O BOX 369,ANAHUAC,77514,(409)267-2000,1325,95.71,4
2020-10-12,4808190,TX,,0,,1,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,ANAHUAC ISD,29.782114,-94.639848,Chambers County,P O BOX 369,ANAHUAC,77514,(409)267-2000,1325,95.71,4
2020-10-22,4808190,TX,,20,,18,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,ANAHUAC ISD,29.782114,-94.639848,Chambers County,P O BOX 369,ANAHUAC,77514,(409)267-2000,1325,95.71,4
2020-10-01,4808230,TX,0,1,0,1,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,ANDERSON-SHIRO CISD,30.487662,-95.993503,Grimes County,458 FM 149 W,ANDERSON,77830,(936)873-4500,879,67.69,2
2020-10-12,4808230,TX,,1,,1,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,ANDERSON-SHIRO CISD,30.487662,-95.993503,Grimes County,458 FM 149 W,ANDERSON,77830,(936)873-4500,879,67.69,2
2020-10-22,4808230,TX,,4,,4,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,ANDERSON-SHIRO CISD,30.487662,-95.993503,Grimes County,458 FM 149 W,ANDERSON,77830,(936)873-4500,879,67.69,2
2020-10-01,4808280,TX,2,14,3,5,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,ANDREWS ISD,32.32144,-102.5513,Andrews County,405 NW 3RD ST,ANDREWS,79714,(432)523-3640,4319,264.19,6
2020-10-12,4808280,TX,,22,,11,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,ANDREWS ISD,32.32144,-102.5513,Andrews County,405 NW 3RD ST,ANDREWS,79714,(432)523-3640,4319,264.19,6
2020-10-22,4808280,TX,,2,,5,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,ANDREWS ISD,32.32144,-102.5513,Andrews County,405 NW 3RD ST,ANDREWS,79714,(432)523-3640,4319,264.19,6
2020-10-01,4808310,TX,3,17,2,14,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,ANGLETON ISD,29.180939,-95.419085,Brazoria County,1900 N DOWNING RD,ANGLETON,77515,(979)864-8000,6767,400.16,11
2020-10-12,4808310,TX,,18,,16,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,ANGLETON ISD,29.180939,-95.419085,Brazoria County,1900 N DOWNING RD,ANGLETON,77515,(979)864-8000,6767,400.16,11
2020-10-22,4808310,TX,,2,,2,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,ANGLETON ISD,29.180939,-95.419085,Brazoria County,1900 N DOWNING RD,ANGLETON,77515,(979)864-8000,6767,400.16,11
2020-10-01,4808340,TX,0,2,1,2,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,ANNA ISD,33.344801,-96.548604,Collin County,501 S SHERLEY AVE,ANNA,75409,(972)924-1000,3597,246.18,7
2020-10-12,4808340,TX,,4,,4,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,ANNA ISD,33.344801,-96.548604,Collin County,501 S SHERLEY AVE,ANNA,75409,(972)924-1000,3597,246.18,7
2020-10-22,4808340,TX,,2,,1,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,ANNA ISD,33.344801,-96.548604,Collin County,501 S SHERLEY AVE,ANNA,75409,(972)924-1000,3597,246.18,7
2020-10-01,4808400,TX,0,2,0,5,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,ANSON ISD,32.753607,-99.896826,Jones County,1431 COMMERCIAL AVE,ANSON,79501,(325)823-3671,749,68.96,3
2020-10-12,4808400,TX,,2,,5,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,ANSON ISD,32.753607,-99.896826,Jones County,1431 COMMERCIAL AVE,ANSON,79501,(325)823-3671,749,68.96,3
2020-10-22,4808400,TX,,1,,1,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,ANSON ISD,32.753607,-99.896826,Jones County,1431 COMMERCIAL AVE,ANSON,79501,(325)823-3671,749,68.96,3
2020-10-01,4808430,TX,0,0,0,0,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,ANTHONY ISD,31.994479,-106.600767,El Paso County,840 SIXTH ST,ANTHONY,79821,(915)886-6500,843,57.82,3
2020-10-12,4808430,TX,,2,,2,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,ANTHONY ISD,31.994479,-106.600767,El Paso County,840 SIXTH ST,ANTHONY,79821,(915)886-6500,843,57.82,3
2020-10-01,4808460,TX,0,1,0,0,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,ANTON ISD,33.811251,-102.162902,Hockley County,P O BOX 309,ANTON,79313,(806)997-2301,199,19.75,1
2020-10-12,4808460,TX,,2,,0,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,ANTON ISD,33.811251,-102.162902,Hockley County,P O BOX 309,ANTON,79313,(806)997-2301,199,19.75,1
2020-10-22,4808460,TX,,7,,0,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,ANTON ISD,33.811251,-102.162902,Hockley County,P O BOX 309,ANTON,79313,(806)997-2301,199,19.75,1
2020-10-01,4808490,TX,0,0,0,0,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,APPLE SPRINGS ISD,31.225,-94.971455,Trinity County,P O BOX 125,APPLE SPRINGS,75926,(936)831-3344,202,18.42,2
2020-10-12,4808490,TX,,1,,1,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,APPLE SPRINGS ISD,31.225,-94.971455,Trinity County,P O BOX 125,APPLE SPRINGS,75926,(936)831-3344,202,18.42,2
2020-10-22,4808490,TX,,1,,1,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,APPLE SPRINGS ISD,31.225,-94.971455,Trinity County,P O BOX 125,APPLE SPRINGS,75926,(936)831-3344,202,18.42,2
2020-10-01,4808520,TX,0,0,0,0,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,AQUILLA ISD,31.855642,-97.219841,Hill County,404 N RICHARDS,AQUILLA,76622,(254)694-3770,335,25.87,1
2020-10-22,4808520,TX,,1,,2,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,AQUILLA ISD,31.855642,-97.219841,Hill County,404 N RICHARDS,AQUILLA,76622,(254)694-3770,335,25.87,1
2020-10-01,4808550,TX,0,6,0,0,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,ARANSAS COUNTY ISD,28.03983,-97.05775,Aransas County,P O BOX 907,ROCKPORT,78381,(361)790-2212,2829,214.93,4
2020-10-12,4808550,TX,,7,,0,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,ARANSAS COUNTY ISD,28.03983,-97.05775,Aransas County,P O BOX 907,ROCKPORT,78381,(361)790-2212,2829,214.93,4
2020-10-22,4808550,TX,,14,,12,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,ARANSAS COUNTY ISD,28.03983,-97.05775,Aransas County,P O BOX 907,ROCKPORT,78381,(361)790-2212,2829,214.93,4
2020-10-01,4808580,TX,0,0,0,0,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,ARANSAS PASS ISD,27.912259,-97.170298,San Patricio County,2300 MCMULLEN LANE STE 600,ARANSAS PASS,78336,(361)758-4200,1556,113.56,5
2020-10-12,4808580,TX,,1,,1,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,ARANSAS PASS ISD,27.912259,-97.170298,San Patricio County,2300 MCMULLEN LANE STE 600,ARANSAS PASS,78336,(361)758-4200,1556,113.56,5
