x,y,district_id,State District ID,district_name,County Name*,Street Address,City,State,ZIP,ZIP 4-digit,Phone,Students,Teachers,Schools,Locale Code,Locale,Student Teacher Ratio,Type,Last update,new_student_cases,cumulative_student_cases,new_staff_cases,cumulative_staff_cases,other_new,other_cumulative,Link
-96.768458,48.195055,2700024,MN-012176,WARREN-ALVARADO-OSLO SCHOOL DIST.,Marshall County,224 E BRIDGE AVE,WARREN,MN,56762,1599,(218)745-5393,526,38.97,3,42,Rural: Distant,13.5,Regular School District,,,,,,,,
-95.330488,48.938301,2741850,MN-010690,WARROAD PUBLIC SCHOOL DISTRICT,Roseau County,510 CEDAR AVE,WARROAD,MN,56763,2708,(218)386-1472,1002,70.75,4,43,Rural: Remote,14.2,Regular School District,,,,,,,,
-93.501129,44.077538,2741880,MN-010829,WASECA PUBLIC SCHOOL DISTRICT,Waseca County,501 ELM AVE E,WASECA,MN,56093,3399,(507)835-2500,1945,132.3,7,32,Town: Distant,14.7,Regular School District,,,,,,,,
-93.857931,44.970469,2741910,MN-010111,WATERTOWN-MAYER PUBLIC SCHOOL DIST.,Carver County,1001 HWY 25 NW,WATERTOWN,MN,55388,9422,(952)955-0480,1552,95.61,5,41,Rural: Fringe,16.2,Regular School District,,,,,,,,
-93.563619,44.217661,2700013,MN-012143,WATERVILLE-ELYSIAN-MORRISTOWN,Le Sueur County,500 E PAQUIN ST,WATERVILLE,MN,56096,1596,(507)362-4432,791,62.28,4,42,Rural: Distant,12.7,Regular School District,,,,,,,,
-95.939095,47.183065,2742120,MN-010435,WAUBUN-OGEMA-WHITE EARTH PUBLIC SCH,Mahnomen County,P.O. BOX 98,WAUBUN,MN,56589,98,(218)473-6171,697,57.18,5,43,Rural: Remote,12.2,Regular School District,,,,,,,,
-93.508895,44.972039,2742160,MN-010284,WAYZATA PUBLIC SCHOOL DISTRICT,Hennepin County,P.O. BOX 660,WAYZATA,MN,55391,660,(763)745-5000,11948,753.76,19,13,City: Small,15.9,Regular School District,,,,,,,,
-95.886449,45.911528,2700104,MN-012342,WEST CENTRAL AREA,Grant County,301 COUNTY RD 2,BARRETT,MN,56311,9701,(320)528-7301,786,53.13,4,43,Rural: Remote,14.8,Regular School District,,,,,,,,
-93.107896,44.887397,2742270,MN-010197,WEST ST. PAUL-MENDOTA HTS.-EAGAN,Dakota County,1897 DELAWARE AVE,MENDOTA HEIGHTS,MN,55118,4338,(651)403-7001,5222,313.42,12,21,Suburb: Large,16.7,Regular School District,,,,,,,,
-95.43604,44.042605,2700183,MN-012898,WESTBROOK-WALNUT GROVE SCHOOLS,Cottonwood County,P O BOX 129,WESTBROOK,MN,56183,129,(507)274-6111,364,36.3,2,43,Rural: Remote,10,Regular School District,,,,,,,,
-93.671859,44.954951,2722920,MN-010277,WESTONKA PUBLIC SCHOOL DISTRICT,Hennepin County,5901 SUNNYFIELD RD E,MINNETRISTA,MN,55364,8250,(952)491-8001,2447,144.24,6,41,Rural: Fringe,17,Regular School District,,,,,,,,
-96.50687,45.801973,2742330,MN-010803,WHEATON AREA PUBLIC SCHOOL DISTRICT,Traverse County,1700 3RD AVE S,WHEATON,MN,56296,1604,(320)563-8282,392,31.81,2,43,Rural: Remote,12.3,Regular School District,,,,,,,,
-93.011777,45.088054,2742360,MN-010624,WHITE BEAR LAKE SCHOOL DISTRICT,Ramsey County,4855 BLOOM AVE STE 300,WHITE BEAR LAKE,MN,55110,2731,(651)407-7500,8860,539.68,22,21,Suburb: Large,16.4,Regular School District,,,,,,,,
-95.048458,45.11727,2742720,MN-010347,WILLMAR PUBLIC SCHOOL DISTRICT,Kandiyohi County,611 5TH ST SW,WILLMAR,MN,56201,3297,(320)231-8500,4478,307.2,12,33,Town: Remote,14.6,Regular School District,,,,,,,,
-92.83536,46.32177,2742750,MN-010577,WILLOW RIVER PUBLIC SCHOOL DISTRICT,Pine County,PO BOX 66,WILLOW RIVER,MN,55795,66,(218)372-3131,415,36.48,2,42,Rural: Distant,11.4,Regular School District,,,,,,,,
-95.98047,47.665647,2791449,MN-012609,WIN-E-MAC SCHOOL DISTRICT,Polk County,23130 345 ST SE,ERSKINE,MN,56535,9468,(218)563-2900,487,32.06,2,43,Rural: Remote,15.2,Regular School District,,,,,,,,
-95.11408,43.868305,2742780,MN-010177,WINDOM PUBLIC SCHOOL DISTRICT,Cottonwood County,PO BOX 177,WINDOM,MN,56101,177,(507)831-6901,1064,83.5,4,33,Town: Remote,12.7,Regular School District,,,,,,,,
-91.66144,44.048406,2744070,MN-010861,WINONA AREA PUBLIC SCHOOL DISTRICT,Winona County,903 GILMORE AVE,WINONA,MN,55987,2580,(507)494-0861,2937,207.65,7,32,Town: Distant,14.1,Regular School District,,,,,,,,
-95.598493,43.629319,2744160,MN-010518,WORTHINGTON PUBLIC SCHOOL DISTRICT,Nobles County,1117 MARINE AVE,WORTHINGTON,MN,56187,1610,(507)372-2172,3904,205.91,7,33,Town: Remote,19,Regular School District,,,,,,,,
-92.38244,46.616799,2744190,MN-010100,WRENSHALL PUBLIC SCHOOL DISTRICT,Carlton County,207 PIONEER DR,WRENSHALL,MN,55797,9000,(218)384-4274,377,29.35,2,42,Rural: Distant,12.8,Regular School District,,,,,,,,
-95.545032,44.810096,2700099,MN-012190,YELLOW MEDICINE EAST,Yellow Medicine County,450 9TH AVE,GRANITE FALLS,MN,56241,1399,(320)564-4081,696,55.39,3,33,Town: Remote,12.6,Regular School District,,,,,,,,
-92.543518,44.27465,2745735,MN-012805,ZUMBROTA-MAZEPPA SCHOOL DISTRICT,Wabasha County,343 3RD AVE NE,MAZEPPA,MN,55956,222,(507)732-1400,1204,77.93,4,32,Town: Distant,15.4,Regular School District,,,,,,,,
-92.704354,40.23395,2922980,MO-001090,ADAIR CO. R-I,Adair County,600 ROMBAUER AVE,NOVINGER,MO,63559,2477,(660)488-6411,219,18.25,2,42,Rural: Distant,12,Regular School District,,0,0,0,0,,,
-92.380401,40.149537,2905790,MO-001092,ADAIR CO. R-II,Adair County,205 W DEWEY,BRASHEAR,MO,63533,2429,(660)323-5272,148,22,2,42,Rural: Distant,6.7,Regular School District,,0,0,0,0,,,
-94.349985,38.397395,2902850,MO-007123,ADRIAN R-III,Bates County,PO BOX 98,ADRIAN,MO,64720,98,(816)297-2710,697,55.65,2,42,Rural: Distant,12.5,Regular School District,,0,0,0,0,,,
-89.909257,37.108751,2902880,MO-103129,ADVANCE R-IV,Stoddard County,201 SCHOOL STREET,ADVANCE,MO,63730,370,(573)722-3581,462,35.95,3,42,Rural: Distant,12.9,Regular School District,,0,0,0,0,,,
-90.323879,38.554686,2902910,MO-096098,AFFTON 101,St. Louis County,8701 MACKENZIE RD,ST LOUIS,MO,63123,3436,(314)638-8770,2587,166.5,4,21,Suburb: Large,15.5,Regular School District,,0,0,0,0,,,
-94.332776,40.250784,2902970,MO-038046,ALBANY R-III,Gentry County,101 W JEFFERSON,ALBANY,MO,64402,1237,(660)726-3911,444,36.19,3,43,Rural: Remote,12.3,Regular School District,,0,0,0,0,,,
-89.592003,37.629118,2903040,MO-079078,ALTENBURG 48,Perry County,PO BOX 127,ALTENBURG,MO,63732,127,(573)824-5857,98,10.9,1,42,Rural: Distant,9,Regular School District,,0,0,0,0,,,
-91.400299,36.691259,2903060,MO-075087,ALTON R-IV,Oregon County,505 School Street,ALTON,MO,65606,<Null>,(417)778-7216,723,60.5,2,43,Rural: Remote,12,Regular School District,,0,0,0,0,,,
-94.033799,38.190595,2903120,MO-093120,APPLETON CITY R-II,St. Clair County,408 W 4TH,APPLETON CITY,MO,64724,126,(660)476-2161,337,32.34,2,43,Rural: Remote,10.4,Regular School District,,0,0,0,0,,,
-90.634651,37.594424,2903150,MO-047062,ARCADIA VALLEY R-II,Iron County,750 PARK DR,IRONTON,MO,63650,1414,(573)546-9700,954,77.41,4,33,Town: Remote,12.3,Regular School District,,0,0,0,0,,,
-94.351018,38.483313,2903200,MO-019139,ARCHIE R-V,Cass County,302 W STATE RT A,ARCHIE,MO,64725,8217,(816)293-5312,514,43.23,2,42,Rural: Distant,11.9,Regular School District,,0,0,0,0,,,
-93.578216,37.314778,2903270,MO-039135,ASH GROVE R-IV,Greene County,100 N MAPLE LN,ASH GROVE,MO,65604,9113,(417)751-2534,692,50.86,3,42,Rural: Distant,13.6,Regular School District,,0,0,0,0,,,
-92.481775,39.89878,2903480,MO-061150,ATLANTA C-3,Macon County,PO BOX 367,ATLANTA,MO,63530,367,(660)239-4212,207,22.65,2,42,Rural: Distant,9.1,Regular School District,,0,0,0,0,,,
-93.721074,36.973852,2904020,MO-055110,AURORA R-VIII,Lawrence County,201 S MADISON,AURORA,MO,65605,1422,(417)678-3373,1898,135.84,5,32,Town: Distant,14,Regular School District,,0,0,0,0,,,
-92.657157,36.954499,2904050,MO-034124,AVA R-I,Douglas County,PO BOX 338,AVA,MO,65608,338,(417)683-4717,1359,87.46,3,32,Town: Distant,15.5,Regular School District,,0,0,0,0,,,
-94.757222,39.863115,2904080,MO-002090,AVENUE CITY R-IX,Andrew County,18069 HWY 169,COSBY,MO,64436,8115,(816)662-2305,179,14.4,1,41,Rural: Fringe,12.4,Regular School District,,0,0,0,0,,,
-94.131021,37.195822,2904110,MO-049135,AVILLA R-XIII,Jasper County,PO BOX 7,AVILLA,MO,64833,7,(417)246-5330,136,14.5,1,42,Rural: Distant,9.4,Regular School District,,0,0,0,0,,,
-92.149386,36.5228,2904140,MO-077101,BAKERSFIELD R-IV,Ozark County,PO BOX 38,BAKERSFIELD,MO,65609,38,(417)284-7333,358,33.06,2,43,Rural: Remote,10.8,Regular School District,,0,0,0,0,,,
-94.142606,38.364371,2904170,MO-007122,BALLARD R-II,Bates County,10247 NE STATE ROUTE 18,BUTLER,MO,64730,9204,(816)297-2656,115,18.4,2,43,Rural: Remote,6.3,Regular School District,,0,0,0,0,,,
-90.300242,38.552283,2904500,MO-096099,BAYLESS,St. Louis County,4530 WEBER ROAD,ST LOUIS,MO,63123,5722,(314)256-8600,1715,114,3,21,Suburb: Large,15,Regular School District,,0,0,0,0,,,
-89.818858,37.023936,2904530,MO-103128,BELL CITY R-II,Stoddard County,25254 WALNUT ST,BELL CITY,MO,63735,1000,(573)733-4444,225,19,2,42,Rural: Distant,11.8,Regular School District,,0,0,0,0,,,
-90.74895,37.709757,2904590,MO-047064,BELLEVIEW R-III,Iron County,27431 HWY 32,BELLEVIEW,MO,63623,6316,(573)697-5702,120,11.31,1,42,Rural: Distant,10.6,Regular School District,,0,0,0,0,,,
-94.536328,38.809197,2904620,MO-019152,BELTON 124,Cass County,110 W WALNUT,BELTON,MO,64012,4808,(816)489-7000,4712,300.21,8,21,Suburb: Large,15.7,Regular School District,,0,0,0,0,,,
-89.97358,36.669255,2904950,MO-103135,BERNIE R-XIII,Stoddard County,516 W MAIN,BERNIE,MO,63822,9575,(573)293-5333,535,41.64,2,42,Rural: Distant,12.8,Regular School District,,0,0,0,0,,,
-92.561826,39.75045,2904980,MO-061151,BEVIER C-4,Macon County,400 BLOOMINGTON ST,BEVIER,MO,63532,1299,(660)773-6611,199,21.44,2,42,Rural: Distant,9.3,Regular School District,,,,,,,,
-93.55712,37.061213,2905070,MO-022091,BILLINGS R-IV,Christian County,118 W MT VERNON,BILLINGS,MO,65610,9713,(417)744-2623,412,29.5,2,41,Rural: Fringe,14,Regular School District,,,,,,,,
-90.6253,37.76899,2905130,MO-094076,BISMARCK R-V,St. Francois County,PO BOX 257,BISMARCK,MO,63624,257,(573)734-6111,501,38.28,2,42,Rural: Distant,13.1,Regular School District,,,,,,,,
-92.993325,38.98292,2905190,MO-027055,BLACKWATER R-II,Cooper County,PO BOX 117,BLACKWATER,MO,65322,117,(660)846-2461,105,14.4,1,43,Rural: Remote,7.3,Regular School District,,,,,,,,
-92.17494,38.492208,2909930,MO-026002,BLAIR OAKS R-II,Cole County,6124 FALCON LN,JEFFERSON CITY,MO,65101,9157,(573)636-2020,1255,75.29,3,41,Rural: Fringe,16.7,Regular School District,,,,,,,,
-89.932854,36.884833,2905250,MO-103131,BLOOMFIELD R-XIV,Stoddard County,505 COURT ST,BLOOMFIELD,MO,63825,650,(573)568-4564,671,51.5,4,42,Rural: Distant,13,Regular School District,,,,,,,,
-93.338053,36.574236,2905280,MO-104045,BLUE EYE R-V,Stone County,PO BOX 105,BLUE EYE,MO,65611,105,(417)779-5332,553,55.93,3,42,Rural: Distant,9.9,Regular School District,,,,,,,,
-94.285157,39.020565,2905310,MO-048068,BLUE SPRINGS R-IV,Jackson County,1801 NW VESPER,BLUE SPRINGS,MO,64015,3219,(816)874-3200,14533,907.35,22,21,Suburb: Large,16,Regular School District,,,,,,,,
-93.415622,37.611361,2905370,MO-084001,BOLIVAR R-I,Polk County,524 W MADISON,BOLIVAR,MO,65613,1945,(417)326-5291,2751,192.35,4,32,Town: Distant,14.3,Regular School District,,,,,,,,
-91.034876,39.37793,2905400,MO-082105,BONCL R-X,Pike County,23526 PIKE 9247,LOUISIANA,MO,63353,4103,(573)754-5412,67,8.6,1,42,Rural: Distant,7.8,Regular School District,,,,,,,,
-92.742377,38.97087,2905580,MO-027061,BOONVILLE R-I,Cooper County,736 MAIN ST,BOONVILLE,MO,65233,1656,(660)882-7474,1598,127.48,5,32,Town: Distant,12.5,Regular School District,,,,,,,,
-93.33244,39.467976,2905610,MO-017124,BOSWORTH R-V,Carroll County,102 E ELDRIDGE ST,BOSWORTH,MO,64623,8267,(660)534-7311,46,13.58,2,43,Rural: Remote,3.4,Regular School District,,,,,,,,
-91.200635,39.338843,2905660,MO-082100,BOWLING GREEN R-I,Pike County,700 W. ADAMS STREET,BOWLING GREEN,MO,63334,5,(573)324-5441,1332,98.7,4,33,Town: Remote,13.5,Regular School District,,,,,,,,
-92.9115,36.780293,2905700,MO-106001,BRADLEYVILLE R-I,Taney County,PO Box 20,Bradleyville,MO,65614,20,(417)796-2288,228,18.81,2,42,Rural: Distant,12.1,Regular School District,,,,,,,,
-93.216636,36.68808,2905760,MO-106004,BRANSON R-IV,Taney County,1756 BEE CREEK ROAD,BRANSON,MO,65616,8142,(417)334-6541,4809,322.36,7,41,Rural: Fringe,14.9,Regular School District,,,,,,,,
-93.802372,39.590777,2905820,MO-013061,BRAYMER C-4,Caldwell County,400 BOBCAT AVE,BRAYMER,MO,64624,9750,(660)645-2284,296,25.4,2,43,Rural: Remote,11.7,Regular School District,,,,,,,,
-93.805598,39.757733,2905850,MO-013054,BRECKENRIDGE R-I,Caldwell County,400 W COLFAX ST,BRECKENRIDGE,MO,64625,9608,(660)644-5715,59,14.86,2,43,Rural: Remote,4,Regular School District,,,,,,,,
-90.339115,38.624128,2905880,MO-096101,BRENTWOOD,St. Louis County,1201 Hanley Industrial Court,BRENTWOOD,MO,63144,1911,(314)962-4507,787,79.44,5,21,Suburb: Large,9.9,Regular School District,,,,,,,,
-94.462839,37.694347,2905910,MO-108143,BRONAUGH R-VII,Vernon County,527 E 6TH ST,BRONAUGH,MO,64728,9505,(417)922-3211,177,19,2,42,Rural: Distant,9.3,Regular School District,,,,,,,,
-93.098781,39.78327,2905940,MO-058112,BROOKFIELD R-III,Linn County,124A PERSHING RD,BROOKFIELD,MO,64628,2731,(660)258-7443,962,85,4,41,Rural: Fringe,11.3,Regular School District,,,,,,,,
-93.115107,39.42586,2906030,MO-021149,BRUNSWICK R-II,Chariton County,1008 COUNTY RD,BRUNSWICK,MO,65236,1445,(660)548-3550,271,24.5,2,43,Rural: Remote,11.1,Regular School District,,,,,,,,
-94.928379,39.586373,2910590,MO-011079,BUCHANAN CO. R-IV,Buchanan County,702 MAIN ST,DEKALB,MO,64440,9634,(816)685-3160,315,30.8,2,42,Rural: Distant,10.2,Regular School District,,,,,,,,
-92.879762,39.792487,2906090,MO-058107,BUCKLIN R-II,Linn County,26832 HWY 129,BUCKLIN,MO,64631,9230,(660)695-3555,126,21.28,2,42,Rural: Distant,5.9,Regular School District,,,,,,,,
-91.208226,37.454418,2906170,MO-090077,BUNKER R-III,Reynolds County,PO BOX 365,BUNKER,MO,63629,365,(573)689-2507,232,20.45,2,43,Rural: Remote,11.3,Regular School District,,,,,,,,
-94.336056,38.252224,2906360,MO-007129,BUTLER R-V,Bates County,420 S FULTON ST,BUTLER,MO,64730,2058,(660)679-0653,1010,76.36,3,32,Town: Distant,13.2,Regular School District,,,,,,,,
-92.1077,37.124104,2906430,MO-107155,CABOOL R-IV,Texas County,725 MAIN STREET,CABOOL,MO,65689,7359,(417)962-3153,769,62.13,3,42,Rural: Distant,12.4,Regular School District,,,,,,,,
-93.772365,40.439821,2906450,MO-041001,CAINSVILLE R-I,Harrison County,PO BOX 108,CAINSVILLE,MO,64632,108,(660)893-5213,78,14.51,2,43,Rural: Remote,5.4,Regular School District,,,,,,,,
-93.625429,38.463636,2906480,MO-042117,CALHOUN R-VIII,Henry County,409 S COLLEGE,CALHOUN,MO,65323,1309,(660)694-3422,143,15.4,3,42,Rural: Distant,9.3,Regular School District,,,,,,,,
-92.623959,39.761219,2906540,MO-061157,CALLAO C-8,Macon County,PO BOX A,CALLAO,MO,63534,205,(660)768-5541,56,8.4,1,42,Rural: Distant,6.7,Regular School District,,,,,,,,
-92.73131,38.0055,2906990,MO-015002,CAMDENTON R-III,Camden County,PO BOX 1409,CAMDENTON,MO,65020,9525,(573)346-9213,4186,319.22,9,41,Rural: Fringe,13.1,Regular School District,,,,,,,,
-94.238472,39.742616,2907020,MO-025001,CAMERON R-I,Clinton County,423 N CHESTNUT ST,CAMERON,MO,64429,1738,(816)882-1031,1747,124.13,4,32,Town: Distant,14.1,Regular School District,,,,,,,,
-90.065119,36.490095,2907050,MO-035093,CAMPBELL R-II,Dunklin County,801 S STATE RTE 53,CAMPBELL,MO,63933,1367,(573)246-2133,547,45.83,2,42,Rural: Distant,11.9,Regular School District,,,,,,,,
-91.518609,40.129356,2907080,MO-056015,CANTON R-V,Lewis County,200 S FOURTH ST,CANTON,MO,63435,1510,(573)288-5216,489,40.75,2,43,Rural: Remote,12,Regular School District,,,,,,,,
-89.547879,37.310275,2907120,MO-016096,CAPE GIRARDEAU 63,Cape Girardeau County,301 N CLARK ST,CAPE GIRARDEAU,MO,63701,5101,(573)335-1867,4283,361.47,9,13,City: Small,11.8,Regular School District,,,,,,,,
-94.567674,37.175432,2907350,MO-049132,CARL JUNCTION R-I,Jasper County,206 S RONEY,CARL JUNCTION,MO,64834,9402,(417)649-7026,3334,217.23,6,23,Suburb: Small,15.3,Regular School District,,,,,,,,
-93.491666,39.368196,2907380,MO-017125,CARROLLTON R-VII,Carroll County,300 EAST 9TH STREET,CARROLLTON,MO,64633,2341,(660)542-2769,861,57.51,5,33,Town: Remote,15,Regular School District,,,,,,,,
-94.311851,37.173899,2907460,MO-049142,CARTHAGE R-IX,Jasper County,710 LYON ST,CARTHAGE,MO,64836,1700,(417)359-7000,5062,345.82,10,31,Town: Fringe,14.6,Regular School District,,,,,,,,
-89.663853,36.180285,2907470,MO-078012,CARUTHERSVILLE 18,Pemiscot County,1711 WARD AVENUE,CARUTHERSVILLE,MO,63830,2555,(573)333-6100,1082,74.51,3,33,Town: Remote,14.5,Regular School District,,,,,,,,
-93.864678,36.685661,2908170,MO-005123,CASSVILLE R-IV,Barry County,1501 MAIN,CASSVILLE,MO,65625,1154,(417)847-2221,1900,128.24,4,32,Town: Distant,14.8,Regular School District,,,,,,,,
-94.58135,38.969588,2908250,MO-048080,CENTER 58,Jackson County,8701 HOLMES RD,KANSAS CITY,MO,64131,2802,(816)349-3300,2639,223.05,8,11,City: Large,11.8,Regular School District,,,,,,,,
-90.959198,37.434826,2908340,MO-090075,CENTERVILLE R-I,Reynolds County,PO BOX 99,CENTERVILLE,MO,63633,99,(573)648-2285,67,7.2,1,43,Rural: Remote,9.3,Regular School District,,,,,,,,
-90.522088,37.847872,2929170,MO-094086,CENTRAL R-III,St. Francois County,200 HIGH ST,PARK HILLS,MO,63601,2524,(573)431-2616,2132,139.93,4,32,Town: Distant,15.2,Regular School District,,,,,,,,
-92.118266,39.210787,2908400,MO-010091,CENTRALIA R-VI,Boone County,1399 E. Highway 22 Suite B,CENTRALIA,MO,65240,1624,(573)682-3561,1363,97.56,4,32,Town: Distant,14,Regular School District,,,,,,,,
-93.05854,36.9237,2908430,MO-022088,CHADWICK R-I,Christian County,PO BOX 274,CHADWICK,MO,65629,3340,(417)634-3588,243,22.24,2,42,Rural: Distant,10.9,Regular School District,,,,,,,,
-89.664241,37.183144,2908460,MO-100060,CHAFFEE R-II,Scott County,517 W YOAKUM AVE,CHAFFEE,MO,63740,1825,(573)887-3532,678,52.42,2,31,Town: Fringe,12.9,Regular School District,,,,,,,,
-89.34993,36.91405,2908670,MO-067061,CHARLESTON R-I,Mississippi County,PO BOX 39,CHARLESTON,MO,63834,2236,(573)683-3776,915,76.83,3,32,Town: Distant,11.9,Regular School District,,,,,,,,
-93.769172,38.590854,2908730,MO-051153,CHILHOWEE R-IV,Johnson County,101 SW State Rte 2,CHILHOWEE,MO,64733,9142,(660)678-2511,178,17.57,2,43,Rural: Remote,10.1,Regular School District,,,,,,,,
-93.555282,39.774796,2908760,MO-059117,CHILLICOTHE R-II,Livingston County,1020 OLD HWY 36 W,CHILLICOTHE,MO,64601,530,(660)646-4566,1844,148.05,6,33,Town: Remote,12.5,Regular School District,,,,,,,,
-91.723948,40.422496,2916380,MO-023101,CLARK CO. R-I,Clark County,427 W. Chestnut,KAHOKA,MO,63445,1139,(660)727-2377,1074,83.57,5,43,Rural: Remote,12.9,Regular School District,,,,,,,,
-92.668519,38.659993,2909090,MO-068075,CLARKSBURG C-2,Moniteau County,401 S HWY H,CLARKSBURG,MO,65025,9801,(573)787-3511,54,10,1,42,Rural: Distant,5.4,Regular School District,,,,,,,,
-89.966245,36.452055,2909120,MO-035097,CLARKTON C-4,Dunklin County,PO BOX 637,CLARKTON,MO,63837,637,(573)448-3712,363,27.76,2,42,Rural: Distant,13.1,Regular School District,,,,,,,,
-90.345458,38.649373,2909720,MO-096102,CLAYTON,St. Louis County,#2 MARK TWAIN CIRCLE,CLAYTON,MO,63105,1613,(314)854-6000,2644,236.71,6,21,Suburb: Large,11.2,Regular School District,,,,,,,,
-90.676915,37.167336,2909750,MO-111087,CLEARWATER R-I,Wayne County,200 HENRY WHITE BLVD,PIEDMONT,MO,63957,9700,(573)223-7426,977,71.25,3,43,Rural: Remote,13.7,Regular School District,,,,,,,,
-93.473174,37.029921,2909780,MO-022092,CLEVER R-V,Christian County,103 S PUBLIC AVE,CLEVER,MO,65631,9103,(417)743-4800,1233,86.6,2,41,Rural: Fringe,14.2,Regular School District,,,,,,,,
-93.050671,38.102491,2909810,MO-015003,CLIMAX SPRINGS R-IV,Camden County,571 CLIMAX AVE,CLIMAX SPRINGS,MO,65324,2535,(573)347-3905,210,23.48,2,43,Rural: Remote,8.9,Regular School District,,,,,,,,
-93.763364,38.362907,2909860,MO-042124,CLINTON,Henry County,701 S 8TH ST,CLINTON,MO,64735,2901,(660)885-2237,1783,134.99,6,33,Town: Remote,13.2,Regular School District,,,,,,,,
-94.456987,39.561771,2925290,MO-025003,CLINTON CO. R-III,Clinton County,800 W. Frost Street,PLATTSBURG,MO,64477,287,(816)539-2183,652,55.71,3,42,Rural: Distant,11.7,Regular School District,,,,,,,,
-93.208273,38.455938,2909900,MO-008111,COLE CAMP R-I,Benton County,500 SOUTH KEENEY STREET,COLE CAMP,MO,65325,9208,(660)668-4427,712,54.29,4,43,Rural: Remote,13.1,Regular School District,,,,,,,,
-92.448492,38.509613,2926970,MO-026001,COLE CO. R-I,Cole County,13600 RTE C,RUSSELLVILLE,MO,65074,2033,(573)782-3534,616,47.56,3,42,Rural: Distant,13,Regular School District,,,,,,,,
-92.396752,38.37242,2911550,MO-026005,COLE CO. R-V,Cole County,14803 HWY. 17,EUGENE,MO,65032,2142,(573)498-4000,589,43.86,2,42,Rural: Distant,13.4,Regular School District,,,,,,,,
-92.366042,38.96062,2901000,MO-010093,COLUMBIA 93,Boone County,1818 W WORLEY ST,COLUMBIA,MO,65203,1038,(573)214-3400,18499,1388.62,35,12,City: Midsize,13.3,Regular School District,,,,,,,,
-91.6431,39.162827,2910020,MO-004106,COMMUNITY R-VI,Audrain County,35063 HIGHWAY BB,LADDONIA,MO,63352,3017,(855)708-7567,311,33.38,2,42,Rural: Distant,9.3,Regular School District,,,,,,,,
-93.569382,38.983855,2910080,MO-054037,CONCORDIA R-II,Lafayette County,PO BOX 879,CONCORDIA,MO,64020,879,(660)463-7235,471,41.4,2,42,Rural: Distant,11.4,Regular School District,,,,,,,,
-92.793781,38.788204,2906150,MO-027056,COOPER CO. R-IV,Cooper County,500 EAST MAIN,BUNCETON,MO,65237,110,(660)427-5347,94,17.59,2,42,Rural: Distant,5.3,Regular School District,,,,,,,,
-89.81316,36.04801,2910140,MO-078004,COOTER R-IV,Pemiscot County,PO Box 218,Cooter,MO,63839,218,(573)695-3312,233,17.57,2,42,Rural: Distant,13.3,Regular School District,,,,,,,,
-91.2526,36.545995,2910200,MO-075084,COUCH R-I,Oregon County,22206 MO 142,MYRTLE,MO,65778,9801,(417)938-4211,206,19.58,2,43,Rural: Remote,10.5,Regular School District,,,,,,,,
-93.922824,39.559218,2910230,MO-013058,COWGILL R-VI,Caldwell County,341 E 6TH STREET,COWGILL,MO,64637,49,(660)255-4415,55,5.9,1,43,Rural: Remote,9.3,Regular School District,,,,,,,,
-95.375797,40.19782,2910260,MO-044078,CRAIG R-III,Holt County,402 North Ward,CRAIG,MO,64437,6102,(660)683-5351,74,14.41,2,43,Rural: Remote,5.1,Regular School District,,,,,,,,
-93.572287,36.903666,2910290,MO-104043,CRANE R-III,Stone County,PO BOX 405,CRANE,MO,65633,405,(417)723-5300,587,44.78,2,42,Rural: Distant,13.1,Regular School District,,,,,,,,
-91.269501,38.135123,2905640,MO-028101,CRAWFORD CO. R-I,Crawford County,1444 OLD HWY 66,BOURBON,MO,65441,6300,(573)732-4426,942,69.06,3,32,Town: Distant,13.6,Regular School District,,,,,,,,
-91.403503,38.055145,2910410,MO-028102,CRAWFORD CO. R-II,Crawford County,1 WILDCAT PRIDE DR,CUBA,MO,65453,1632,(573)885-2534,1313,108.18,3,33,Town: Remote,12.1,Regular School District,,,,,,,,
-92.265715,37.950054,2910350,MO-085049,CROCKER R-II,Pulaski County,PO BOX 488,CROCKER,MO,65452,488,(573)736-5000,589,43.76,2,42,Rural: Distant,13.5,Regular School District,,,,,,,,
-90.378418,38.230841,2910380,MO-050013,CRYSTAL CITY 47,Jefferson County,1100 MISSISSIPPI AVE,CRYSTAL CITY,MO,63019,1207,(636)937-4411,543,42.58,2,21,Suburb: Large,12.8,Regular School District,,,,,,,,
-93.675955,37.475722,2910440,MO-029002,DADEVILLE R-II,Dade County,PO BOX 188,DADEVILLE,MO,65635,188,(417)995-2201,169,18.5,2,42,Rural: Distant,9.1,Regular School District,,,,,,,,
-93.104575,37.631032,2906120,MO-030093,DALLAS CO. R-I,Dallas County,1323 SOUTH ASH,BUFFALO,MO,65622,7567,(417)345-2222,1754,125.44,4,32,Town: Distant,14,Regular School District,,,,,,,,
-93.886025,38.336512,2910470,MO-042119,DAVIS R-XII,Henry County,227 SW HWY T,CLINTON,MO,64735,9091,(660)885-2629,43,5.6,1,42,Rural: Distant,7.7,Regular School District,,,,,,,,
-89.882324,36.19103,2905730,MO-078009,DELTA C-7,Pemiscot County,PO BOX 297,DEERING,MO,63840,297,(573)757-6648,192,20.39,2,42,Rural: Distant,9.4,Regular School District,,,,,,,,
-89.741355,37.199495,2910620,MO-016092,DELTA R-V,Cape Girardeau County,PO BOX 787,DELTA,MO,63744,787,(573)794-2500,232,25.6,2,42,Rural: Distant,9.1,Regular School District,,,,,,,,
