district_id,state,district_name,longitude,latitude,State District ID,County Name*,Street Address,City,ZIP,ZIP 4-digit,Phone,Students,Teachers,Schools,Locale Code,Locale,Student Teacher Ratio,Type,Last update,new_student_cases,cumulative_student_cases,new_staff_cases,cumulative_staff_cases,other_new,other_cumulative,Link
3413200,NJ,Pleasantville Public School District,-74.525892,39.407283,NJ-014180,Atlantic County,801 Mill Road,Pleasantville,8232,<Null>,(609)383-6800,3757,314.19,6,22,Suburb: Midsize,12,Regular School District,,,,,,,,
3413230,NJ,Plumsted Township School District,-74.532324,40.080423,NJ-294190,Ocean County,117 Evergreen Road,New Egypt,8533,<Null>,(609)758-6800,1331,132.67,3,41,Rural: Fringe,10,Regular School District,,,,,,,,
3413260,NJ,Pohatcong Township School District,-75.15508,40.652424,NJ-414200,Warren County,240 Route 519,Phillipsburg,8865,<Null>,(908)859-8155,304,30.3,1,41,Rural: Fringe,10,Regular School District,,,,,,,,
3413320,NJ,Point Pleasant Beach School District,-74.047175,40.094311,NJ-294220,Ocean County,299 Cooks Lane,Point Pleasant Beach,8742,<Null>,(732)899-8840,763,78.33,2,21,Suburb: Large,9.7,Regular School District,,,,,,,,
3413290,NJ,Point Pleasant Borough School District,-74.069033,40.078439,NJ-294210,Ocean County,2100 Panther Path,Point Pleasant,8742,<Null>,(732)701-1900,2826,237.58,4,21,Suburb: Large,11.9,Regular School District,,,,,,,,
3413350,NJ,Pompton Lakes School District,-74.284807,41.004614,NJ-314230,Passaic County,237 VAN AVENUE,POMPTON LAKES,7442,<Null>,(973)835-7100,1673,140.8,4,21,Suburb: Large,11.9,Regular School District,,,,,,,,
3413380,NJ,Port Republic School District,-74.494777,39.520977,NJ-014240,Atlantic County,137 Pomona Avenue,Port Republic,8241,<Null>,(609)652-7377,104,15.52,1,22,Suburb: Midsize,6.7,Regular School District,,,,,,,,
3413410,NJ,Princeton Public Schools,-74.66345,40.36147,NJ-214255,Mercer County,25 Valley Road,Princeton,8540,<Null>,(609)806-4200,3809,341.9,6,21,Suburb: Large,11.1,Regular School District,,,,,,,,
3413470,NJ,Prospect Park Public School District,-74.172378,40.933327,NJ-314270,Passaic County,290 North 8th Street,Prospect Park,7508,<Null>,(973)720-1981,900,62,1,21,Suburb: Large,14.5,Regular School District,,,,,,,,
3413500,NJ,Quinton Township School District,-75.412448,39.543605,NJ-334280,Salem County,8 ROBINSON STREET,QUINTON,8072,<Null>,(856)935-2379,311,28.52,1,41,Rural: Fringe,10.9,Regular School District,,,,,,,,
3413530,NJ,Rahway Public School District,-74.295373,40.615474,NJ-394290,Union County,Kline Place,Rahway,7065,<Null>,(732)396-1000,4136,336.7,6,21,Suburb: Large,12.3,Regular School District,,,,,,,,
3413560,NJ,Ramapo Indian Hills Regional High School District,-74.231083,41.019632,NJ-034300,Bergen County,131 Yawpo Avenue,Oakland,7436,<Null>,(201)416-8100,2323,209.59,2,21,Suburb: Large,11.1,Regular School District,,,,,,,,
3413590,NJ,Ramsey School District,-74.134206,41.057902,NJ-034310,Bergen County,266 East Main St.,Ramsey,7446,1927,(201)785-2300,2767,245.7,5,21,Suburb: Large,11.3,Regular School District,,,,,,,,
3413620,NJ,Rancocas Valley Regional High School District,-74.780618,40.004263,NJ-054320,Burlington County,520 Jacksonville Road,Mount Holly,8060,<Null>,(609)267-0830,2106,147,1,21,Suburb: Large,14.3,Regular School District,,,,,,,,
3413650,NJ,Randolph Township School District,-74.572547,40.844366,NJ-274330,Morris County,25 School House Road,Randolph,7869,<Null>,(973)361-0808,4641,403.23,6,21,Suburb: Large,11.5,Regular School District,,,,,,,,
3413710,NJ,Readington Township School District,-74.758219,40.587826,NJ-194350,Hunterdon County,52 Readington Road,Whitehouse Station,8889,<Null>,(908)534-2195,1495,161.09,4,41,Rural: Fringe,9.3,Regular School District,,,,,,,,
3413740,NJ,Red Bank Borough Public School District,-74.060241,40.345964,NJ-254360,Monmouth County,76 Branch Avenue,Red Bank,7701,<Null>,(732)758-1500,1434,110,2,21,Suburb: Large,13,Regular School District,,,,,,,,
3413750,NJ,Red Bank Regional School District,-74.039947,40.349554,NJ-254365,Monmouth County,101 Ridge Road,Little Silver,7739,<Null>,(732)842-8000,1216,119.65,1,21,Suburb: Large,10.2,Regular School District,,,,,,,,
3413800,NJ,Ridgefield Park Public School District,-74.026041,40.861976,NJ-034380,Bergen County,712 Lincoln Avenue,Ridgefield Park,7660,<Null>,(201)641-0800,2249,179,4,21,Suburb: Large,12.6,Regular School District,,,,,,,,
3413770,NJ,Ridgefield School District,-73.998407,40.830591,NJ-034370,Bergen County,555 Chestnut Street,Ridgefield,7657,<Null>,(201)945-7747,1480,158.65,4,21,Suburb: Large,9.3,Regular School District,,,,,,,,
3413830,NJ,Ridgewood Public School District,-74.114179,40.979935,NJ-034390,Bergen County,49 Cottage Place,Ridgewood,7450,<Null>,(201)670-2700,5751,411.36,10,21,Suburb: Large,14,Regular School District,,,,,,,,
3413860,NJ,Ringwood School District,-74.259212,41.117329,NJ-314400,Passaic County,121 Carletondale Road,Ringwood,7456,<Null>,(973)962-7028,1152,101.39,4,21,Suburb: Large,11.4,Regular School District,,,,,,,,
3412260,NJ,River Dell Regional School District,-74.036971,40.93939,NJ-034405,Bergen County,230 Woodland Avenue,River Edge,7661,1504,(201)599-7200,1599,138.8,2,21,Suburb: Large,11.5,Regular School District,,,,,,,,
3413890,NJ,River Edge School District,-74.035928,40.920454,NJ-034410,Bergen County,410 Bogert Road,River Edge,7661,<Null>,(201)261-3404,1227,91.8,2,21,Suburb: Large,13.4,Regular School District,,,,,,,,
3413950,NJ,River Vale Public School District,-74.011048,40.994361,NJ-034430,Bergen County,609 Westwood Avenue,River Vale,7675,<Null>,(201)358-4000,1127,96.2,3,21,Suburb: Large,11.7,Regular School District,,,,,,,,
3413980,NJ,Riverdale School District,-74.303195,40.993005,NJ-274440,Morris County,52 Newark Pompton Tpk.,Riverdale,7457,<Null>,(973)839-1300,336,30.77,1,21,Suburb: Large,10.9,Regular School District,,,,,,,,
3414010,NJ,Riverside Township School District,-74.956153,40.034255,NJ-054450,Burlington County,112 East Washington Street,Riverside,8075,<Null>,(856)461-1255,1404,114,3,21,Suburb: Large,12.3,Regular School District,,,,,,,,
3414040,NJ,Riverton School District,-75.012912,40.011507,NJ-054460,Burlington County,600 Fifth Street,Riverton,8077,<Null>,(856)829-0087,291,26.53,1,21,Suburb: Large,11,Regular School District,,,,,,,,
3417100,NJ,Robbinsville Public Schools,-74.615127,40.237493,NJ-215510,Mercer County,155 Robbinsville Edinburg Rd.,Robbinsville,8691,<Null>,(609)632-0910,3164,237.41,3,21,Suburb: Large,13.3,Regular School District,,,,,,,,
3414070,NJ,Rochelle Park School District,-74.077231,40.905458,NJ-034470,Bergen County,300 Rochelle Ave,Rochelle Park,7662,<Null>,(201)843-3120,511,42.4,1,21,Suburb: Large,12.1,Regular School District,,,,,,,,
3414100,NJ,Rockaway Borough School District,-74.507936,40.897724,NJ-274480,Morris County,103 East Main Street,Rockaway,7866,<Null>,(973)625-8601,556,53.4,2,21,Suburb: Large,10.4,Regular School District,,,,,,,,
3414130,NJ,Rockaway Township School District,-74.495892,40.944734,NJ-274490,Morris County,16 School Road,Hibernia,7842,<Null>,(973)627-8200,2276,224.5,6,21,Suburb: Large,10.1,Regular School District,,,,,,,,
3414220,NJ,Roosevelt Borough Public School District,-74.475162,40.219532,NJ-254520,Monmouth County,2a School Lane,Roosevelt,8555,160,(609)448-2798,83,9.49,1,41,Rural: Fringe,8.7,Regular School District,,,,,,,,
3414250,NJ,Roseland School District,-74.315848,40.824645,NJ-134530,Essex County,100 Passaic Avenue,Roseland,7068,1205,(973)226-7644,472,40.06,1,21,Suburb: Large,11.8,Regular School District,,,,,,,,
3414310,NJ,Roselle Park Public School District,-74.265255,40.667069,NJ-394550,Union County,510 CHESTNUT STREET,ROSELLE PARK,7204,<Null>,(908)245-1197,2034,174.77,5,21,Suburb: Large,11.6,Regular School District,,,,,,,,
3414280,NJ,Roselle Public Schools,-74.264878,40.652036,NJ-394540,Union County,710 LOCUST STREET,ROSELLE,7203,<Null>,(908)298-2040,2969,276,8,21,Suburb: Large,10.8,Regular School District,,,,,,,,
3414340,NJ,Roxbury Township School District,-74.636604,40.873548,NJ-274560,Morris County,42 N. Hillside Avenue,Succasunna,7876,1443,(973)584-6099,3551,328.1,7,21,Suburb: Large,10.8,Regular School District,,,,,,,,
3414370,NJ,Rumson Borough School District,-74.002443,40.372525,NJ-254570,Monmouth County,60 Forrest Avenue,Rumson,7760,<Null>,(732)842-4747,999,96.51,2,21,Suburb: Large,10.4,Regular School District,,,,,,,,
3414400,NJ,Rumson-Fair Haven Regional High School District,-74.001412,40.368673,NJ-254580,Monmouth County,74 Ridge Road,Rumson,7760,<Null>,(732)842-1597,999,84.8,1,21,Suburb: Large,11.8,Regular School District,,,,,,,,
3414430,NJ,RUNNEMEDE PUBLIC SCHOOL DISTRICT,-75.082193,39.850695,NJ-074590,Camden County,505 W. Third Avenue,Runnemede,8078,<Null>,(856)931-5365,814,68.5,3,21,Suburb: Large,11.9,Regular School District,,,,,,,,
3414460,NJ,Rutherford School District,-74.108248,40.825807,NJ-034600,Bergen County,176 Park Avenue,Rutherford,7070,2310,(201)438-7675,2652,208.74,5,21,Suburb: Large,12.7,Regular School District,,,,,,,,
3414490,NJ,Saddle Brook School District,-74.089719,40.905425,NJ-034610,Bergen County,355 Mayhill Street,Saddle Brook,7663,<Null>,(201)843-1142,1798,150.1,5,21,Suburb: Large,12,Regular School District,,,,,,,,
3414520,NJ,Saddle River School District,-74.096118,41.031217,NJ-034620,Bergen County,97 E. Allendale Road,Saddle River,7458,<Null>,(201)327-0727,165,18.5,1,21,Suburb: Large,8.9,Regular School District,,,,,,,,
3414550,NJ,Salem City School District,-75.47445,39.558296,NJ-334630,Salem County,205 WALNUT ST,SALEM,8079,<Null>,(856)935-3800,1272,116,3,31,Town: Fringe,11,Regular School District,,,,,,,,
3480361,NJ,Salem County Special Services School District,-75.367646,39.629115,NJ-334635,Salem County,880 Route 45,Woodstown,8098,<Null>,(856)769-0101,<Null>,50.7,4,31,Town: Fringe,<Null>,Regular School District,,,,,,,,
3414610,NJ,Sandyston-Walpack Consolidated School District,-74.820466,41.215379,NJ-374650,Sussex County,100 Route 560,Layton,7851,<Null>,(973)948-4450,138,16.85,1,42,Rural: Distant,8.2,Regular School District,,,,,,,,
3414640,NJ,Sayreville School District,-74.3613,40.46699,NJ-234660,Middlesex County,P.O. Box 997,Sayreville,8871,<Null>,(732)525-5200,6237,504,8,21,Suburb: Large,12.4,Regular School District,,,,,,,,
3400004,NJ,School District of the Chathams,-74.402335,40.731804,NJ-270785,Morris County,259 Lafayette Avenue,Chatham,7928,<Null>,(973)457-2500,4145,337.1,6,21,Suburb: Large,12.3,Regular School District,,,,,,,,
3414670,NJ,Scotch Plains-Fanwood School District,-74.385301,40.656987,NJ-394670,Union County,512 Cedar Street,Scotch Plains,7076,<Null>,(908)232-6161,5649,437.95,8,21,Suburb: Large,12.9,Regular School District,,,,,,,,
3414730,NJ,Sea Girt Borough School District,-74.042117,40.13284,NJ-254690,Monmouth County,451 Bell Place,Sea Girt,8750,<Null>,(732)449-3422,125,16.85,1,21,Suburb: Large,7.4,Regular School District,,,,,,,,
3414790,NJ,Seaside Heights School District,-74.077932,39.946283,NJ-294710,Ocean County,1200 BAY BLVD,SEASIDE HEIGHTS,8751,<Null>,(732)793-8485,219,21.7,1,21,Suburb: Large,10.1,Regular School District,,,,,,,,
3414850,NJ,Secaucus School District,-74.063315,40.774285,NJ-174730,Hudson County,PO BOX 1496,SECAUCUS,7096,1496,(201)974-2000,2286,181.5,4,21,Suburb: Large,12.6,Regular School District,,,,,,,,
3414880,NJ,Shamong Township School District,-74.764438,39.819268,NJ-054740,Burlington County,295 Indian Mills Road,Shamong,8088,<Null>,(609)268-0120,746,64.5,2,21,Suburb: Large,11.6,Regular School District,,,,,,,,
3414940,NJ,Shore Regional High School District,-74.023258,40.298317,NJ-254760,Monmouth County,132 MONMOUTH PARK HWY 36,WEST LONG BRANCH,7764,<Null>,(732)222-9300,669,57.2,1,21,Suburb: Large,11.7,Regular School District,,,,,,,,
3414970,NJ,Shrewsbury Borough School District,-74.064309,40.328638,NJ-254770,Monmouth County,20 Obre Place,Shrewsbury,7702,<Null>,(732)747-0882,479,50.25,1,21,Suburb: Large,9.5,Regular School District,,,,,,,,
3415000,NJ,Somerdale School District,-75.022169,39.851307,NJ-074790,Camden County,301 Grace Street,Somerdale,8083,<Null>,(856)783-6261,<Null>,49.6,1,21,Suburb: Large,<Null>,Regular School District,,,,,,,,
3415030,NJ,Somers Point School District,-74.596746,39.315604,NJ-014800,Atlantic County,121 W. New York Avenue,Somers Point,8244,1408,(609)927-2053,894,95.5,3,22,Suburb: Midsize,9.4,Regular School District,,,,,,,,
3480280,NJ,Somerset County Educational Services Commission,-74.604735,40.581862,NJ-354805,Somerset County,991 Route 22 West Ste 301,Bridgewater,8807,<Null>,(908)707-0070,<Null>,24.9,3,21,Suburb: Large,<Null>,Regular School District,,,,,,,,
3400009,NJ,Somerset Hills Regional School District,-74.566983,40.721406,NJ-354815,Somerset County,25 Olcott Avenue,Bernardsville,7924,<Null>,(908)204-1930,1971,161.5,3,21,Suburb: Large,12.2,Regular School District,,,,,,,,
3415090,NJ,Somerville Public School District,-74.613751,40.57232,NJ-354820,Somerset County,51 West Cliff St.,Somerville,8876,<Null>,(908)218-4100,2398,204.7,3,21,Suburb: Large,11.7,Regular School District,,,,,,,,
3415120,NJ,South Amboy School District,-74.281163,40.481052,NJ-234830,Middlesex County,240 John Street,South Amboy,8879,1794,(732)525-2100,1108,97.6,2,21,Suburb: Large,11.4,Regular School District,,,,,,,,
3400007,NJ,South Bergen Jointure Commission School District,-74.06343,40.865336,NJ-034845,Bergen County,500 Route 17 South,Hasbrouck Heights,7604,<Null>,(201)393-0475,<Null>,58.9,3,21,Suburb: Large,<Null>,Regular School District,,,,,,,,
3415180,NJ,South Bound Brook Public Schools,-74.532128,40.553993,NJ-354850,Somerset County,122 Elizabeth Street,South Bound Brook,8880,<Null>,(732)356-3018,423,<Null>,1,21,Suburb: Large,<Null>,Regular School District,,,,,,,,
3415210,NJ,South Brunswick School District,-74.550781,40.377735,NJ-234860,Middlesex County,P.O. Box 181,Monmouth Junction,8852,<Null>,(732)297-7800,8623,634.46,10,21,Suburb: Large,13.6,Regular School District,,,,,,,,
3415240,NJ,South Hackensack School District,-74.045907,40.866695,NJ-034870,Bergen County,1 Dyer Avenue,South Hackensack,7606,1537,(201)440-2782,288,23.6,1,21,Suburb: Large,12.2,Regular School District,,,,,,,,
3415270,NJ,South Harrison Township School District,-75.266976,39.689557,NJ-154880,Gloucester County,904 Mullica Hill Road,Harrisonville,8039,112,(856)769-0855,361,31,1,41,Rural: Fringe,11.6,Regular School District,,,,,,,,
3400769,NJ,South Hunterdon Regional School District,-74.89067,40.388527,NJ-191376,Hunterdon County,301 Mt. Airy-Harbourton Rd,Lambertville,8530,3210,(609)397-1888,925,107.95,3,41,Rural: Fringe,8.6,Regular School District,,,,,,,,
3415330,NJ,South Orange-Maplewood School District,-74.264655,40.735936,NJ-134900,Essex County,525 Academy Street,Maplewood,7040,<Null>,(973)762-5600,7286,565.96,11,21,Suburb: Large,12.9,Regular School District,,,,,,,,
3415360,NJ,South Plainfield School District,-74.416759,40.571636,NJ-234910,Middlesex County,125 Jackson Avenue,South Plainfield,7080,<Null>,(908)754-4620,3400,311,7,21,Suburb: Large,10.9,Regular School District,,,,,,,,
3415390,NJ,South River Public School District,-74.381407,40.440878,NJ-234920,Middlesex County,15 Montgomery Street,South River,8882,<Null>,(732)613-4000,2235,177.66,4,21,Suburb: Large,12.6,Regular School District,,,,,,,,
3415420,NJ,Southampton Township School District,-74.708546,39.897444,NJ-054930,Burlington County,Betty L. Wright Administration Building,Southampton,8088,8874,(609)859-2256,734,70.5,3,21,Suburb: Large,10.4,Regular School District,,,,,,,,
3415480,NJ,Southern Regional School District,-74.257886,39.715571,NJ-294950,Ocean County,105 Cedar Bridge Rd.,Manahawkin,8050,<Null>,(609)597-9481,2895,227.8,2,21,Suburb: Large,12.7,Regular School District,,,,,,,,
3415510,NJ,SPARTA TOWNSHIP PUBLIC SCHOOL DISTRICT,-74.63991,41.034945,NJ-374960,Sussex County,18 MOHAWK AVENUE,SPARTA,7871,<Null>,(973)729-2155,3203,275.9,5,41,Rural: Fringe,11.6,Regular School District,,,,,,,,
3415540,NJ,Spotswood Public School District,-74.386502,40.398917,NJ-234970,Middlesex County,105 Summerhill Road,Spotswood,8884,<Null>,(732)723-2200,1700,139.04,4,21,Suburb: Large,12.2,Regular School District,,,,,,,,
3415570,NJ,Spring Lake Borough,-74.030744,40.157671,NJ-254980,Monmouth County,411 Tuttle Avenue,Spring Lake,7762,<Null>,(732)449-6380,181,27,1,21,Suburb: Large,6.7,Regular School District,,,,,,,,
3415600,NJ,Spring Lake Heights School District,-74.037124,40.154186,NJ-254990,Monmouth County,1110 Highway 71,Spring Lake Heights,7762,<Null>,(732)449-6149,336,34.49,1,21,Suburb: Large,9.7,Regular School District,,,,,,,,
3415630,NJ,Springfield Public School District,-74.314958,40.707098,NJ-395000,Union County,139 Mountain Avenue,Springfield,7081,1701,(973)376-1025,2273,167.45,5,21,Suburb: Large,13.6,Regular School District,,,,,,,,
3415660,NJ,Springfield Township School District,-74.703955,40.03665,NJ-055010,Burlington County,2146 Jacksonville-Jobstown Rd,Jobstown,8041,<Null>,(609)723-2479,226,22.67,1,41,Rural: Fringe,10,Regular School District,,,,,,,,
3415690,NJ,Stafford Township School District,-74.255905,39.701602,NJ-295020,Ocean County,250 North Main Street,Manahawkin,8050,<Null>,(609)978-5700,2198,190,5,21,Suburb: Large,11.6,Regular School District,,,,,,,,
3415720,NJ,Stanhope School District,-74.705446,40.914367,NJ-375030,Sussex County,24 Valley Road,Stanhope,7874,<Null>,(973)347-0008,303,32.1,1,21,Suburb: Large,9.4,Regular School District,,,,,,,,
3402880,NJ,Sterling Regional School District,-75.028221,39.836746,NJ-075035,Camden County,801 Preston Ave.,Somerdale,8083,2175,(856)784-3545,974,69.8,1,21,Suburb: Large,14,Regular School District,,,,,,,,
3415750,NJ,Stillwater Township School District,-74.877721,41.037802,NJ-375040,Sussex County,PO BOX 12,Stillwater,7875,<Null>,(973)383-6171,254,29.29,1,41,Rural: Fringe,8.7,Regular School District,,,,,,,,
3415810,NJ,Stone Harbor School District,-74.75858,39.05613,NJ-095060,Cape May County,275 93rd Street,Stone Harbor,8247,<Null>,(609)368-4413,99,10.95,1,22,Suburb: Midsize,9,Regular School District,,,,,,,,
3415840,NJ,Stow Creek Township School District,-75.34425,39.45271,NJ-115070,Cumberland County,11 GUM TREE CORNER ROAD,BRIDGETON,8302,<Null>,(856)455-1717,116,22.9,1,41,Rural: Fringe,5.1,Regular School District,,,,,,,,
3415870,NJ,Stratford School District,-75.018847,39.832285,NJ-075080,Camden County,111 Warwick Road,Stratford,8084,<Null>,(856)783-2555,862,69.1,2,21,Suburb: Large,12.5,Regular School District,,,,,,,,
3415900,NJ,Summit Public School District,-74.377329,40.714072,NJ-395090,Union County,14 Beekman Terrace,Summit,7901,<Null>,(908)918-2100,3961,349.5,9,21,Suburb: Large,11.3,Regular School District,,,,,,,,
3415960,NJ,Sussex-Wantage Regional School District,-74.608651,41.210708,NJ-375100,Sussex County,27 Bank Street,Sussex,7461,<Null>,(973)875-3175,1043,104.5,3,41,Rural: Fringe,10,Regular School District,,,,,,,,
3415990,NJ,Swedesboro-Woolwich School District,-75.335003,39.743821,NJ-155120,Gloucester County,15 FREDRICK BLVD,WOOLWICH TWP,8085,<Null>,(856)241-1552,1630,141.03,4,21,Suburb: Large,11.6,Regular School District,,,,,,,,
3416020,NJ,Tabernacle Township School District,-74.708477,39.847589,NJ-055130,Burlington County,132 New Road,Tabernacle,8088,<Null>,(609)268-0153,698,61.8,2,21,Suburb: Large,11.3,Regular School District,,,,,,,,
3416080,NJ,Teaneck School District,-74.007158,40.887057,NJ-035150,Bergen County,1 Merrison St.,Teaneck,7666,<Null>,(201)833-5510,3616,350.7,7,21,Suburb: Large,10.3,Regular School District,,,,,,,,
3416110,NJ,Tenafly Public School District,-73.966142,40.929318,NJ-035160,Bergen County,500 TENAFLY ROAD,TENAFLY,7670,1796,(201)816-4500,3746,300.4,6,21,Suburb: Large,12.5,Regular School District,,,,,,,,
3416170,NJ,Tewksbury Township School District,-74.774481,40.705348,NJ-195180,Hunterdon County,173 Old Turnpike Road,Califon,7830,<Null>,(908)439-2010,541,60.4,2,41,Rural: Fringe,9,Regular School District,,,,,,,,
3409030,NJ,The Lower Alloways Creek School District,-75.409744,39.465515,NJ-332800,Salem County,967 Main Street - Canton,Salem,8079,<Null>,(856)935-2707,167,20.15,1,42,Rural: Distant,8.3,Regular School District,,,,,,,,
3416200,NJ,Tinton Falls School District,-74.098636,40.301375,NJ-255185,Monmouth County,658 Tinton Avenue,Tinton Falls,7724,<Null>,(732)460-2400,1447,150.05,3,21,Suburb: Large,9.6,Regular School District,,,,,,,,
3416230,NJ,Toms River Regional School District,-74.183984,39.976115,NJ-295190,Ocean County,1144 Hooper Avenue,Toms River,8753,<Null>,(732)505-5500,15472,1171.6,18,21,Suburb: Large,13.2,Regular School District,,,,,,,,
3416260,NJ,Totowa Public School District,-74.206907,40.904732,NJ-315200,Passaic County,294 Totowa Road,Totowa,7512,<Null>,(973)956-0010,1014,78,2,21,Suburb: Large,13,Regular School District,,,,,,,,
3405430,NJ,Township of Franklin School District,-75.018887,39.619766,NJ-151590,Gloucester County,3228 Coles Mill Road,Franklinville,8322,3029,(856)629-9500,1408,114,3,41,Rural: Fringe,12.4,Regular School District,,,,,,,,
3412060,NJ,Township of Ocean School District,-74.01255,40.264212,NJ-253810,Monmouth County,163 Monmouth Road,Oakhurst,7755,<Null>,(732)531-5600,3458,356.19,5,21,Suburb: Large,9.7,Regular School District,,,,,,,,
3416500,NJ,Township of Union School District,-74.28575,40.701392,NJ-395290,Union County,2369 Morris Avenue,Union,7083,<Null>,(908)851-6400,7219,614.67,10,21,Suburb: Large,11.7,Regular School District,,,,,,,,
3416290,NJ,TRENTON PUBLIC SCHOOL DISTRICT,-74.753855,40.224302,NJ-215210,Mercer County,108 North Clinton Avenue,Trenton,8609,<Null>,(609)656-4900,14500,884.4,19,13,City: Small,16.4,Regular School District,,,,,,,,
3416320,NJ,Tuckerton Borough School District,-74.351655,39.59834,NJ-295220,Ocean County,PO Box 213,Tuckerton,8087,<Null>,(609)296-2858,292,31,1,31,Town: Fringe,9.4,Regular School District,,,,,,,,
3416350,NJ,Union Beach Public School District,-74.179314,40.445782,NJ-255230,Monmouth County,1207 Florence Ave,Union Beach,7735,<Null>,(732)264-5405,652,60,1,21,Suburb: Large,10.9,Regular School District,,,,,,,,
3416380,NJ,Union City School District,-74.03148,40.77828,NJ-175240,Hudson County,3912 Bergen Turnpike,Union City,7087,<Null>,(201)348-5851,13768,837.2,14,21,Suburb: Large,16.4,Regular School District,,,,,,,,
3416400,NJ,Union County Educational Services Commission,-74.329851,40.680529,NJ-395245,Union County,45 Cardinal Drive,Westfield,7090,<Null>,(908)233-9317,<Null>,78.7,6,21,Suburb: Large,<Null>,Regular School District,,,,,,,,
3416440,NJ,Union Township School District,-74.969309,40.632575,NJ-195270,Hunterdon County,149 Perryville Road,Hampton,8827,<Null>,(908)735-5511,436,44.8,2,41,Rural: Fringe,9.7,Regular School District,,,,,,,,
3416530,NJ,Upper Deerfield Township School District,-75.219889,39.505168,NJ-115300,Cumberland County,1385 Highway 77,Seabrook,8302,4261,(856)455-2267,865,82.08,3,41,Rural: Fringe,10.5,Regular School District,,,,,,,,
3416560,NJ,Upper Freehold Regional School District,-74.589335,40.172786,NJ-255310,Monmouth County,27 High Street,Allentown,8501,<Null>,(609)259-7292,2257,190.09,3,21,Suburb: Large,11.9,Regular School District,,,,,,,,
3416590,NJ,UPPER PITTSGROVE TWP School District,-75.200862,39.628538,NJ-335320,Salem County,235 Pine Tavern Rd.,Monroeville,8343,<Null>,(856)358-8163,322,33.6,1,41,Rural: Fringe,9.6,Regular School District,,,,,,,,
3416620,NJ,Upper Saddle River School District,-74.09831,41.063322,NJ-035330,Bergen County,395 West Saddle River Road,Upper Saddle River,7458,<Null>,(201)961-6500,1133,108.5,3,21,Suburb: Large,10.4,Regular School District,,,,,,,,
3416650,NJ,Upper Township School District,-74.733136,39.262611,NJ-095340,Cape May County,525 Perry Road,Petersburg,8270,<Null>,(609)628-3500,1448,130.95,3,22,Suburb: Midsize,11.1,Regular School District,,,,,,,,
3416680,NJ,Ventnor City School District,-74.495362,39.341029,NJ-015350,Atlantic County,400 N. Lafayette Avenue,Ventnor City,8406,<Null>,(609)487-7900,684,70.5,2,22,Suburb: Midsize,9.7,Regular School District,,,,,,,,
3416710,NJ,Vernon Township School District,-74.513695,41.211689,NJ-375360,Sussex County,625 Route 517,Vernon,7462,<Null>,(973)764-2900,3012,296.2,6,41,Rural: Fringe,10.2,Regular School District,,,,,,,,
3416740,NJ,Verona Public School District,-74.24888,40.840688,NJ-135370,Essex County,121 Fairview Avenue,Verona,7044,<Null>,(973)571-2029,2249,168.98,6,21,Suburb: Large,13.3,Regular School District,,,,,,,,
3416800,NJ,Vineland Public School District,-75.037868,39.486714,NJ-115390,Cumberland County,61 W Landis Ave,Vineland,8360,8122,(856)794-6700,10704,767.65,14,13,City: Small,13.9,Regular School District,,,,,,,,
3416830,NJ,Voorhees Township School District,-74.923165,39.851734,NJ-075400,Camden County,329 Rt. 73,Voorhees,8043,<Null>,(856)751-8446,3039,227.09,5,21,Suburb: Large,13.4,Regular School District,,,,,,,,
3416860,NJ,Waldwick School District,-74.110456,41.015518,NJ-035410,Bergen County,155 Summit Avenue,Waldwick,7463,<Null>,(201)445-3131,1633,142.7,4,21,Suburb: Large,11.4,Regular School District,,,,,,,,
3416890,NJ,Wall Township Public School District,-74.058609,40.167559,NJ-255420,Monmouth County,1620 18th Avenue,Wall,7719,<Null>,(732)556-2000,3429,358.18,7,21,Suburb: Large,9.6,Regular School District,,,,,,,,
3416920,NJ,Wallington Boro School District,-74.100599,40.855151,NJ-035430,Bergen County,32 Pine Street,Wallington,7057,<Null>,(973)777-4421,1283,86.05,3,21,Suburb: Large,14.9,Regular School District,,,,,,,,
3416870,NJ,Wallkill Valley Regional High School,-74.592901,41.154715,NJ-375435,Sussex County,10 GRUMM ROAD,HARDYSTON TOWNSHIP,7419,<Null>,(973)827-4100,624,56,1,41,Rural: Fringe,11.1,Regular School District,,,,,,,,
3416950,NJ,Wanaque School District,-74.295291,41.033735,NJ-315440,Passaic County,973A Ringwood Avenue,Haskell,7420,1322,(973)835-8200,901,92.1,2,21,Suburb: Large,9.8,Regular School District,,,,,,,,
3416970,NJ,Warren Hills Regional School District,-74.998853,40.771769,NJ-415465,Warren County,89 Bowerstown Road,Washington,7882,<Null>,(908)689-3143,1770,156.8,2,31,Town: Fringe,11.3,Regular School District,,,,,,,,
3416980,NJ,Warren Township School District,-74.502189,40.626244,NJ-355470,Somerset County,213 Mt. Horeb Road,Warren,7059,5628,(908)753-5300,1684,197.05,5,21,Suburb: Large,8.5,Regular School District,,,,,,,,
3417010,NJ,Washington Borough School District,-74.991151,40.757909,NJ-415480,Warren County,300 West Stewart Street,Washington,7882,<Null>,(908)689-0241,481,44.6,2,31,Town: Fringe,10.8,Regular School District,,,,,,,,
3417070,NJ,Washington Township School District,-75.109355,39.746579,NJ-155500,Gloucester County,206 East Holly Avenue,Sewell,8080,<Null>,(856)589-6644,7202,651.3,11,21,Suburb: Large,11.1,Regular School District,,,,,,,,
